Education,Marital_Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,HasChild,Children,Age,TotalAmtSpent,Relation
PGrad,Married,28440.0,87,38,1,24,0,0,0,child,1,47,63,99.9
PGrad,Married,64504.0,81,986,36,168,16,0,108,child,3,68,1314,104.06666666666666
PGrad,Married,33564.0,51,61,0,3,0,0,7,child,1,55,71,88.16666666666667
Grad,Married,17345.0,79,4,9,16,17,0,12,child,1,43,58,108.1
PGrad,Married,56320.0,11,201,53,172,116,77,83,child,1,54,702,102.9
Grad,Single,28647.0,54,19,8,29,0,12,26,child,1,43,94,98.4
UGrad,Single,15038.0,93,4,8,11,19,12,26,child,1,34,80,105.2
PGrad,Single,32173.0,0,18,0,2,0,0,2,child,1,63,22,99.06666666666666
UGrad,Married,68316.0,54,806,80,161,120,11,33,child,1,57,1211,108.06666666666666
Grad,Married,74538.0,21,380,98,733,110,112,28,no child,0,50,1461,100.16666666666667
Grad,Single,91700.0,58,576,172,961,125,115,19,no child,0,50,1968,105.6
Grad,Married,68695.0,3,458,81,356,106,50,40,no child,0,52,1091,88.13333333333334
UGrad,Married,31056.0,99,5,10,13,3,8,16,child,1,44,55,105.43333333333334
Grad,Married,79593.0,70,350,60,568,110,133,145,no child,0,48,1366,89.6
Grad,Single,28071.0,65,39,33,130,41,26,44,no child,0,41,313,110.3
PGrad,Married,37334.0,44,26,1,16,2,2,15,child,2,63,62,92.1
PGrad,Single,46423.0,6,68,0,16,0,0,8,child,2,49,92,97.46666666666667
PGrad,Married,37126.0,9,45,3,9,4,4,7,child,1,50,72,91.03333333333333
Grad,Married,47703.0,95,359,0,134,13,26,123,child,1,68,655,101.2
Grad,Married,61180.0,70,403,24,29,6,24,218,child,1,62,704,90.23333333333333
Grad,Married,38998.0,92,34,1,14,0,0,5,child,2,67,54,108.1
Grad,Married,76081.0,85,292,30,415,63,33,200,no child,0,59,1033,89.23333333333333
Grad,Married,34728.0,2,14,0,16,0,0,6,child,1,35,36,99.13333333333334
PGrad,Single,33168.0,0,80,1,37,0,1,3,child,1,56,122,108.8
PGrad,Married,33585.0,91,30,11,33,13,6,29,child,1,55,122,97.23333333333333
PGrad,Married,77037.0,3,463,96,333,168,53,10,child,1,61,1123,96.63333333333334
Grad,Married,35196.0,68,75,12,141,43,39,187,child,1,37,497,107.76666666666667
Grad,Married,44529.0,98,538,13,91,17,6,26,child,1,55,691,99.96666666666667
UGrad,Married,70924.0,41,635,114,254,132,152,76,no child,0,56,1363,90.76666666666667
PGrad,Married,28764.0,16,8,0,3,0,0,1,child,2,55,12,88.8
PGrad,Married,69098.0,82,1315,22,780,145,0,178,no child,0,72,2440,104.6
UGrad,Single,25959.0,1,4,2,12,7,5,26,child,2,51,56,104.66666666666667
PGrad,Married,27100.0,64,12,0,13,2,0,10,child,1,38,37,103.0
Grad,Single,70596.0,68,347,44,534,17,0,26,no child,0,36,968,109.06666666666666
Grad,Married,42557.0,98,192,5,53,0,5,15,child,1,47,270,110.3
PGrad,Married,53312.0,32,241,0,12,0,0,25,no child,0,70,278,98.8
Grad,Single,72228.0,87,631,28,491,30,14,56,no child,0,69,1250,107.3
Grad,Married,67605.0,84,336,28,282,184,54,54,no child,0,34,938,103.16666666666667
PGrad,Married,62845.0,3,1099,0,45,0,0,34,child,2,72,1178,109.2
Grad,Married,65196.0,34,743,19,181,12,0,200,child,2,63,1155,99.3
PGrad,Single,42000.0,23,124,83,267,85,59,35,no child,0,34,653,105.83333333333333
PGrad,Single,35860.0,37,15,0,8,4,2,20,child,2,48,49,89.36666666666666
PGrad,Married,65526.0,22,397,19,69,12,0,9,child,1,57,506,90.63333333333334
Grad,Married,16860.0,19,10,4,4,3,3,14,child,2,60,38,109.83333333333333
Grad,Single,83528.0,7,530,117,678,134,44,147,no child,0,29,1650,89.96666666666667
UGrad,Single,64176.0,52,1215,33,249,64,116,149,child,1,56,1826,111.16666666666667
Grad,Single,22304.0,91,3,2,7,0,4,2,no child,0,65,18,111.13333333333334
Grad,Married,67023.0,93,444,44,382,11,8,17,no child,0,43,906,91.9
PGrad,Married,32892.0,78,26,0,15,2,1,2,child,1,50,46,89.16666666666667
Grad,Married,70713.0,23,736,114,279,82,76,190,child,1,55,1477,107.1
Grad,Married,59925.0,83,473,21,176,19,21,56,child,1,66,766,107.2
Grad,Married,39722.0,92,32,0,5,2,0,8,child,1,68,47,92.16666666666667
Grad,Married,46610.0,4,288,10,30,4,10,125,no child,0,63,467,99.53333333333333
Grad,Married,88347.0,32,1050,178,555,77,138,118,no child,0,60,2116,100.03333333333333
PGrad,Married,87171.0,27,1001,44,107,58,44,44,no child,0,40,1298,102.13333333333334
UGrad,Married,26907.0,10,9,1,7,0,3,2,child,2,45,22,98.43333333333334
PGrad,Single,50014.0,9,234,14,77,19,10,42,child,1,53,396,93.26666666666667
PGrad,Married,41014.0,65,7,2,6,2,0,3,child,1,43,20,102.43333333333334
Grad,Single,66294.0,68,251,108,334,65,92,117,no child,0,56,967,91.46666666666667
Grad,Married,36715.0,16,172,10,125,21,13,16,child,1,50,357,107.63333333333334
Grad,Married,79456.0,12,565,42,548,64,83,99,no child,0,65,1401,110.53333333333333
Grad,Married,40479.0,95,5,0,8,2,0,0,child,1,39,15,98.53333333333333
PGrad,Single,75345.0,16,918,57,842,99,38,133,no child,0,51,2087,105.06666666666666
Grad,Married,54233.0,46,652,8,158,21,0,142,child,1,44,981,105.0
Grad,Single,24163.0,3,4,1,7,2,1,2,child,2,51,17,96.66666666666667
PGrad,Married,84460.0,80,152,27,103,106,54,81,no child,0,63,523,106.03333333333333
Grad,Married,43776.0,77,8,0,9,2,1,3,child,1,38,23,89.9
PGrad,Single,71691.0,0,336,130,411,240,32,43,no child,0,63,1192,91.46666666666667
PGrad,Married,85844.0,62,938,19,843,25,95,38,no child,0,48,1958,89.03333333333333
PGrad,Single,39190.0,91,68,8,18,19,8,12,child,1,47,133,90.13333333333334
Grad,Married,71367.0,24,227,23,389,42,21,75,no child,0,62,777,98.33333333333333
PGrad,Single,38578.0,2,38,4,22,3,3,3,child,2,49,73,100.4
PGrad,Married,57236.0,22,105,0,9,2,1,4,child,2,56,121,91.63333333333334
Grad,Single,61825.0,56,162,50,100,55,30,27,child,1,42,424,98.86666666666666
Grad,Single,79803.0,54,574,8,216,21,16,33,child,1,63,868,88.9
UGrad,Single,80910.0,71,160,80,369,67,39,41,no child,0,35,756,108.2
PGrad,Married,27590.0,38,6,0,5,0,0,1,child,1,39,12,102.4
Grad,Married,56775.0,62,614,35,160,58,35,35,child,1,42,937,106.1
Grad,Single,83829.0,78,897,161,430,186,161,27,no child,0,46,1862,96.8
UGrad,Married,54210.0,18,70,54,109,80,9,45,child,1,42,367,101.5
Grad,Married,38508.0,95,120,19,206,25,19,54,child,1,35,443,99.03333333333333
Grad,Married,53187.0,66,211,2,30,7,7,10,child,1,51,267,96.2
Grad,Married,30023.0,28,11,0,16,7,6,21,child,1,49,61,91.23333333333333
PGrad,Single,76045.0,78,760,53,400,17,93,0,no child,0,61,1323,95.53333333333333
PGrad,Married,50870.0,13,53,0,8,0,0,2,child,1,69,63,88.33333333333333
UGrad,Married,15315.0,27,7,4,13,15,8,17,no child,0,51,64,99.0
UGrad,Married,65463.0,17,391,32,70,21,32,16,child,1,47,562,93.0
Grad,Married,66480.0,71,199,9,57,20,21,6,child,2,56,312,88.96666666666667
Grad,Single,76773.0,79,516,56,449,86,33,16,no child,0,67,1156,104.3
UGrad,Single,81698.0,1,709,45,115,30,160,45,no child,0,38,1104,104.16666666666667
PGrad,Single,54466.0,78,12,0,4,0,0,0,child,2,48,16,92.66666666666667
PGrad,Single,98777.0,23,1000,19,711,125,115,38,no child,0,61,2008,92.4
PGrad,Single,16269.0,75,19,3,18,3,1,0,child,1,37,44,98.1
Grad,Married,71819.0,70,1224,28,140,0,14,168,child,1,50,1574,98.16666666666667
PGrad,Married,33569.0,10,16,2,18,3,0,24,child,1,38,63,96.53333333333333
PGrad,Married,36262.0,24,88,39,54,64,28,153,no child,0,38,426,97.4
UGrad,Married,22634.0,47,2,23,11,8,6,46,no child,0,55,96,105.63333333333334
UGrad,Married,47025.0,98,508,11,59,23,5,29,child,1,43,635,97.66666666666667
Grad,Single,70566.0,4,381,28,215,84,28,21,child,1,53,757,96.86666666666666
PGrad,Married,31605.0,15,74,0,42,2,1,6,child,1,42,125,107.46666666666667
PGrad,Single,52034.0,67,146,0,93,7,13,73,child,2,48,332,101.6
Grad,Single,48526.0,32,23,17,23,43,20,9,child,1,42,135,94.23333333333333
Grad,Married,46734.0,40,110,5,137,26,23,29,child,1,67,330,107.6
Grad,Single,39552.0,54,165,3,147,4,24,41,child,2,59,384,106.6
Grad,Single,86358.0,78,957,47,494,82,47,95,child,2,55,1722,111.0
Grad,Married,46931.0,94,41,0,17,3,1,16,child,3,44,78,90.2
UGrad,Single,16581.0,51,1,3,4,2,3,11,no child,0,36,24,105.76666666666667
UGrad,Single,63998.0,42,176,29,818,0,33,112,no child,0,69,1168,94.36666666666666
PGrad,Married,67381.0,67,815,8,53,11,0,70,child,1,70,957,105.66666666666667
Grad,Single,25930.0,87,6,1,2,2,0,4,child,2,54,15,96.73333333333333
Grad,Married,42693.0,29,8,4,20,6,3,16,child,1,43,57,88.73333333333333
Grad,Married,85606.0,89,717,42,864,219,30,84,child,1,45,1956,107.8
Grad,Single,72903.0,74,1067,138,750,0,19,39,no child,0,36,2013,96.1
UGrad,Married,49669.0,97,166,5,107,11,8,29,child,1,47,326,89.2
PGrad,Married,36778.0,63,29,4,34,2,4,4,child,2,53,77,111.1
PGrad,Single,85696.0,88,714,76,395,116,0,12,no child,0,59,1313,102.06666666666666
PGrad,Single,10979.0,34,8,4,10,2,2,4,no child,0,32,30,89.26666666666667
Grad,Married,49678.0,81,229,5,56,3,2,20,child,1,60,315,105.06666666666666
PGrad,Married,56129.0,65,320,48,133,39,72,48,child,1,68,660,100.46666666666667
Grad,Married,37155.0,51,23,0,26,7,15,3,child,1,32,74,105.13333333333334
UGrad,Single,21282.0,76,1,5,8,4,8,20,child,1,43,46,89.63333333333334
PGrad,Single,33419.0,76,56,0,12,0,0,18,child,1,59,86,98.53333333333333
Grad,Single,63285.0,84,508,124,249,50,38,134,no child,0,76,1103,95.86666666666666
PGrad,Married,21255.0,56,29,0,25,2,2,3,child,1,47,61,93.3
Grad,Married,42162.0,31,46,7,59,2,4,27,child,1,40,145,95.4
Grad,Married,54450.0,0,454,0,171,8,19,32,child,2,65,684,109.76666666666667
PGrad,Married,57744.0,91,350,3,39,0,0,19,child,1,67,411,95.63333333333334
Grad,Single,26576.0,40,10,0,8,0,0,9,child,1,35,27,108.8
PGrad,Single,57513.0,59,735,40,183,52,20,30,no child,0,78,1060,99.93333333333334
Grad,Married,68142.0,96,897,126,196,91,112,37,child,1,57,1459,110.3
Grad,Married,7500.0,61,5,2,3,3,0,5,child,1,42,18,110.3
Grad,Married,83145.0,14,777,35,731,39,137,114,no child,0,47,1833,109.5
PGrad,Married,54197.0,16,162,6,37,6,13,13,child,1,61,237,90.9
PGrad,Single,23091.0,98,35,0,11,0,0,2,child,2,58,48,89.06666666666666
Grad,Married,46049.0,11,342,9,112,19,14,19,child,2,45,515,99.43333333333334
Grad,Married,56715.0,52,258,105,239,237,172,9,no child,0,47,1020,107.03333333333333
Grad,Married,79410.0,19,658,80,483,123,13,13,no child,0,60,1370,89.03333333333333
Grad,Married,57304.0,61,356,80,329,138,17,106,child,1,70,1026,103.83333333333333
Grad,Married,44375.0,73,213,5,28,7,7,41,child,1,56,301,91.26666666666667
Grad,Married,54450.0,0,454,0,171,8,19,32,child,2,65,684,109.76666666666667
Grad,Married,59594.0,74,457,4,29,0,0,9,child,1,56,499,108.56666666666666
Grad,Married,80685.0,55,241,45,604,34,26,54,no child,0,27,1004,110.53333333333333
PGrad,Married,40344.0,48,210,0,6,0,0,2,child,1,47,218,96.63333333333334
Grad,Married,62710.0,53,441,35,83,7,29,11,child,1,49,606,101.4
UGrad,Married,48985.0,13,19,13,18,10,7,8,child,1,53,75,99.96666666666667
Grad,Married,35322.0,34,28,9,37,12,7,13,child,3,53,106,110.53333333333333
Grad,Married,77142.0,54,476,75,162,29,151,97,no child,0,73,990,101.2
Grad,Single,81657.0,69,364,40,425,158,60,50,no child,0,52,1097,93.26666666666667
UGrad,Married,14421.0,81,0,0,2,3,3,8,no child,0,25,16,92.4
UGrad,Married,20130.0,99,0,6,3,7,6,12,no child,0,47,34,91.46666666666667
PGrad,Married,74214.0,3,863,83,547,86,99,33,no child,0,31,1711,110.4
PGrad,Married,66726.0,61,349,7,35,0,0,47,child,2,64,438,93.6
UGrad,Married,23724.0,65,5,23,15,0,18,14,child,1,42,75,105.9
PGrad,Married,47353.0,93,184,2,19,8,8,4,child,1,61,225,95.6
PGrad,Married,33444.0,24,8,0,8,0,0,2,child,2,69,18,108.1
Grad,Married,54386.0,8,277,21,64,62,21,25,child,1,40,470,101.6
Grad,Single,28510.0,72,44,5,19,0,4,19,child,2,40,91,102.73333333333333
PGrad,Single,90638.0,29,1156,120,915,94,144,96,no child,0,30,2525,92.53333333333333
Grad,Married,48070.0,33,373,14,83,6,9,19,child,1,71,504,105.73333333333333
Grad,Married,43140.0,68,134,8,76,6,0,11,child,1,64,235,106.0
PGrad,Single,54959.0,55,1148,0,60,0,0,24,child,1,60,1232,105.53333333333333
UGrad,Single,15056.0,76,6,12,3,21,6,40,child,2,63,88,102.06666666666666
Grad,Single,26954.0,17,4,1,11,0,0,1,child,1,50,17,89.73333333333333
Grad,Single,22327.0,94,5,4,8,2,0,5,child,1,36,24,99.03333333333333
Grad,Married,44393.0,86,24,2,20,2,2,10,child,2,56,60,98.36666666666666
PGrad,Single,62000.0,25,899,0,101,0,0,20,child,1,69,1020,98.26666666666667
PGrad,Married,31497.0,22,108,1,28,13,1,4,child,1,59,155,107.0
UGrad,Married,45894.0,15,27,2,7,0,2,13,child,2,47,51,92.06666666666666
PGrad,Single,78579.0,35,816,66,549,216,66,99,no child,0,51,1812,106.46666666666667
PGrad,Single,67369.0,81,1298,0,70,37,14,42,child,1,52,1461,107.63333333333334
Grad,Single,58401.0,55,10,0,11,17,29,29,child,1,61,96,90.33333333333333
Grad,Single,62307.0,94,87,13,34,10,6,10,child,1,69,160,92.4
PGrad,Married,43641.0,50,57,2,51,4,2,23,child,2,52,139,102.43333333333334
PGrad,Single,63841.0,64,635,15,100,20,7,131,child,1,53,908,102.46666666666667
UGrad,Married,46891.0,91,43,12,23,29,15,61,child,1,56,183,98.03333333333333
PGrad,Married,70091.0,11,964,34,137,15,0,11,child,1,52,1161,103.16666666666667
PGrad,Married,78075.0,72,572,8,259,34,35,80,no child,0,49,988,90.83333333333333
UGrad,Single,59184.0,6,341,142,113,259,151,66,child,1,60,1072,109.93333333333334
Grad,Married,54809.0,0,63,6,57,13,13,22,child,2,44,174,97.7
Grad,Married,58113.0,66,221,104,169,102,78,84,child,1,62,758,105.33333333333333
PGrad,Married,51412.0,42,140,3,29,4,5,14,child,1,63,195,94.0
Grad,Single,15287.0,60,1,2,8,4,3,13,child,1,42,31,108.9
PGrad,Married,66636.0,64,291,10,689,84,10,0,no child,0,64,1084,98.53333333333333
PGrad,Married,50965.0,87,544,13,85,8,6,29,child,1,65,685,104.46666666666667
PGrad,Married,84618.0,96,684,100,801,21,66,0,no child,0,56,1672,95.3
Grad,Married,18351.0,1,1,12,9,0,14,7,no child,0,31,43,96.1
PGrad,Married,40451.0,54,35,0,4,0,0,10,child,2,64,49,92.43333333333334
Grad,Married,36317.0,53,87,3,25,3,2,13,child,1,56,133,101.43333333333334
Grad,Married,42213.0,96,309,3,24,4,3,20,child,1,64,363,96.66666666666667
Grad,Married,65748.0,58,172,73,93,95,78,34,child,1,66,545,102.66666666666667
Grad,Married,77044.0,12,625,38,242,50,34,76,child,1,49,1065,96.16666666666667
Grad,Married,74918.0,78,972,59,913,25,19,59,no child,0,52,2047,103.8
Grad,Married,56721.0,64,157,6,39,6,13,75,child,2,49,296,108.2
Grad,Single,42160.0,26,48,9,45,3,15,20,child,2,46,140,100.2
Grad,Single,61559.0,8,279,83,88,32,14,34,child,1,56,530,99.56666666666666
PGrad,Married,33629.0,49,132,0,16,0,0,4,child,2,58,152,111.0
PGrad,Married,68682.0,56,919,0,505,99,30,45,no child,0,30,1598,96.86666666666666
Grad,Single,34377.0,55,62,0,22,3,1,26,child,1,58,114,105.53333333333333
UGrad,Single,8940.0,25,1,45,3,4,6,42,child,1,35,101,110.53333333333333
Grad,Married,26228.0,50,2,6,4,3,1,9,child,1,48,25,97.33333333333333
UGrad,Single,77297.0,84,408,61,109,48,122,41,no child,0,64,789,105.3
Grad,Married,40211.0,30,51,1,7,2,1,25,child,2,40,87,99.13333333333334
PGrad,Single,33438.0,81,62,1,16,3,2,6,child,2,63,90,97.33333333333333
PGrad,Married,75032.0,74,952,12,180,47,12,12,child,1,62,1215,102.23333333333333
PGrad,Single,61284.0,76,618,15,106,20,7,45,no child,0,66,811,96.66666666666667
Grad,Married,22518.0,36,11,7,12,2,2,27,child,1,35,61,108.5
PGrad,Married,54730.0,64,318,3,17,4,7,56,child,1,46,405,98.6
PGrad,Married,38452.0,62,56,0,14,0,0,2,child,2,66,72,91.03333333333333
Grad,Single,44421.0,53,110,5,59,7,1,7,child,2,50,189,104.63333333333334
PGrad,Married,38197.0,86,23,0,11,2,1,3,child,1,35,40,100.16666666666667
Grad,Single,41986.0,15,27,5,8,8,3,12,child,1,43,63,92.66666666666667
Grad,Married,28427.0,67,18,3,19,3,3,6,child,1,38,52,103.5
PGrad,Married,37395.0,47,18,0,9,0,1,11,child,1,45,39,89.93333333333334
Grad,Married,64722.0,47,303,0,280,60,147,15,child,1,50,805,89.13333333333334
PGrad,Married,55249.0,81,97,1,19,2,0,11,child,1,65,130,90.43333333333334
Grad,Married,84906.0,98,997,15,414,99,30,76,no child,0,49,1631,96.93333333333334
Grad,Married,28691.0,56,5,4,13,8,0,4,child,1,32,34,100.0
Grad,Single,44213.0,48,95,11,35,0,4,7,child,2,69,152,95.06666666666666
UGrad,Single,25707.0,18,1,6,2,3,6,3,child,1,37,21,93.4
PGrad,Married,59062.0,74,46,1,12,3,0,9,child,3,54,71,96.96666666666667
Grad,Single,76624.0,68,411,106,147,54,115,66,child,1,59,899,89.2
PGrad,Married,66000.0,36,244,51,270,101,0,45,no child,0,74,711,90.33333333333333
PGrad,Married,27683.0,90,152,9,121,12,12,45,child,1,43,351,111.13333333333334
UGrad,Single,7500.0,63,10,17,18,8,26,40,child,1,29,119,107.1
Grad,Married,40521.0,82,12,0,5,0,0,4,child,2,53,21,103.0
PGrad,Married,20427.0,63,5,0,4,0,0,1,child,1,48,10,91.23333333333333
Grad,Married,65106.0,55,790,19,133,12,0,19,child,1,46,973,89.2
PGrad,Married,69969.0,64,882,29,514,38,29,44,no child,0,56,1536,98.2
Grad,Married,67433.0,51,615,28,259,12,48,30,child,2,69,992,99.6
PGrad,Married,77766.0,97,1004,59,265,115,59,27,child,1,54,1529,104.4
Grad,Married,74716.0,92,133,27,421,13,195,71,child,1,49,860,97.66666666666667
Grad,Single,68118.0,51,595,23,123,10,23,154,child,1,58,928,96.46666666666667
PGrad,Married,55158.0,72,293,0,87,4,11,23,child,2,51,418,111.3
UGrad,Married,62972.0,39,313,15,47,20,0,192,child,1,66,587,111.16666666666667
Grad,Married,74190.0,49,151,81,86,168,91,64,child,1,46,641,89.6
Grad,Married,39356.0,21,15,0,2,0,0,6,child,2,45,23,91.4
Grad,Married,76653.0,91,736,63,946,219,189,126,no child,0,52,2279,98.56666666666666
PGrad,Single,35860.0,37,15,0,8,4,2,20,child,2,48,49,89.36666666666666
PGrad,Single,90687.0,98,982,17,672,23,34,51,no child,0,38,1779,101.43333333333334
PGrad,Married,73450.0,85,1142,51,415,90,69,37,no child,0,39,1804,94.86666666666666
Grad,Married,31454.0,40,28,0,11,0,0,9,child,2,61,48,99.93333333333334
Grad,Single,47139.0,2,46,0,12,0,2,23,child,2,69,83,91.83333333333333
Grad,Single,83829.0,78,897,161,430,186,161,27,no child,0,46,1862,96.8
PGrad,Married,53378.0,41,489,6,152,8,6,132,child,2,58,793,109.43333333333334
Grad,Married,19656.0,94,25,4,9,6,8,32,child,1,51,84,104.86666666666666
PGrad,Married,45579.0,10,145,1,33,2,1,1,child,1,73,183,98.43333333333334
UGrad,Single,85485.0,73,630,26,611,44,18,54,no child,0,63,1383,88.26666666666667
Grad,Married,55956.0,22,760,38,104,50,9,38,no child,0,77,999,90.76666666666667
PGrad,Single,64191.0,30,420,15,186,151,38,15,child,1,58,825,105.43333333333334
Grad,Single,38808.0,21,125,17,52,3,19,30,child,1,49,246,110.4
PGrad,Married,57183.0,51,464,5,64,7,0,70,child,2,55,610,103.56666666666666
PGrad,Single,23748.0,97,6,6,29,12,15,8,child,1,53,76,107.5
Grad,Married,66303.0,56,1090,12,96,16,12,60,child,1,50,1286,104.26666666666667
PGrad,Married,37368.0,4,3,2,11,2,2,10,child,1,46,30,94.5
Grad,Married,40800.0,77,24,0,27,8,30,10,child,3,57,99,106.13333333333334
Grad,Single,71847.0,95,737,21,106,55,63,210,no child,0,43,1192,109.53333333333333
Grad,Married,46149.0,36,254,6,71,4,0,27,child,1,46,362,95.06666666666666
Grad,Married,78687.0,13,817,185,687,145,55,241,no child,0,38,2130,110.96666666666667
UGrad,Single,49118.0,90,620,54,239,99,98,119,no child,0,50,1229,110.66666666666667
PGrad,Married,37633.0,49,13,4,20,0,0,1,child,2,64,38,109.56666666666666
PGrad,Married,39767.0,18,113,61,204,34,26,47,no child,0,70,485,99.43333333333334
UGrad,Married,26997.0,89,7,23,78,133,49,144,no child,0,70,434,108.03333333333333
Grad,Single,33986.0,43,16,2,18,2,1,5,child,1,51,44,103.73333333333333
PGrad,Married,57091.0,82,462,0,24,6,0,4,child,1,49,496,107.43333333333334
UGrad,Married,46831.0,84,22,2,10,6,4,34,child,2,52,78,100.86666666666666
PGrad,Married,83151.0,80,968,147,842,137,42,210,no child,0,49,2346,104.8
Grad,Married,52531.0,68,283,112,151,51,72,125,no child,0,50,794,106.2
Grad,Married,15759.0,12,1,2,5,6,0,3,no child,0,65,17,97.9
Grad,Single,22804.0,75,14,1,7,2,1,1,child,1,50,26,99.1
UGrad,Married,43050.0,10,30,5,24,6,3,8,child,1,48,76,91.43333333333334
PGrad,Single,42997.0,91,4,0,5,0,1,5,child,2,44,15,94.8
PGrad,Single,48918.0,21,52,0,9,0,0,1,child,2,58,62,90.6
PGrad,Married,60033.0,28,62,1,57,19,11,48,child,1,67,198,91.06666666666666
PGrad,Married,34043.0,97,20,2,14,3,0,10,child,1,43,49,96.23333333333333
Grad,Married,57811.0,49,545,7,114,37,21,78,child,1,55,802,100.33333333333333
Grad,Married,78569.0,14,558,79,622,207,175,95,no child,0,75,1736,92.33333333333333
Grad,Single,7500.0,5,6,5,4,13,4,25,child,2,43,57,106.3
Grad,Married,94384.0,62,1111,24,790,160,45,172,no child,0,68,2302,104.06666666666666
UGrad,Married,23148.0,83,4,6,8,6,3,10,no child,0,36,37,92.36666666666666
Grad,Single,44267.0,48,183,5,65,3,5,49,child,2,51,310,104.3
Grad,Married,71626.0,94,546,72,376,94,145,72,no child,0,42,1305,108.16666666666667
Grad,Married,60894.0,61,606,7,155,10,0,54,child,1,55,832,100.2
Grad,Married,50200.0,70,266,6,51,8,6,64,child,2,45,401,103.06666666666666
PGrad,Married,81051.0,43,1142,29,249,38,29,14,no child,0,56,1501,89.23333333333333
Grad,Married,65169.0,23,1074,0,69,0,0,46,no child,0,39,1189,93.53333333333333
Grad,Married,59868.0,37,771,51,154,54,10,154,child,1,49,1194,99.4
PGrad,Married,65695.0,50,371,32,189,0,58,6,child,1,61,656,92.96666666666667
PGrad,Single,64857.0,78,556,14,717,210,0,43,no child,0,65,1540,107.43333333333334
PGrad,Married,45143.0,74,202,5,74,11,5,14,child,1,56,311,98.23333333333333
UGrad,Married,74805.0,14,209,162,209,41,162,37,child,1,66,820,95.83333333333333
UGrad,Married,59060.0,77,35,40,111,36,40,12,child,1,32,274,93.63333333333334
PGrad,Single,27238.0,39,37,0,17,0,0,3,child,2,59,57,102.5
Grad,Married,47009.0,89,171,45,73,59,10,90,child,1,56,448,97.03333333333333
UGrad,Married,46094.0,62,12,2,20,3,2,5,child,2,48,44,88.63333333333334
Grad,Married,40321.0,59,44,4,21,6,0,27,child,2,49,102,99.16666666666667
Grad,Married,37235.0,68,20,2,9,4,6,20,child,1,37,61,92.93333333333334
PGrad,Married,81843.0,13,779,86,537,34,69,138,no child,0,61,1643,102.43333333333334
PGrad,Married,46692.0,37,170,6,97,24,12,88,child,1,63,397,100.93333333333334
Grad,Married,77382.0,36,491,48,231,112,105,134,child,1,53,1121,93.76666666666667
Grad,Single,37774.0,28,173,8,107,7,2,176,child,2,44,473,110.13333333333334
UGrad,Married,18393.0,2,7,10,13,16,0,4,child,1,47,50,91.06666666666666
PGrad,Married,72828.0,17,1205,0,235,19,14,205,child,1,59,1678,104.66666666666667
Grad,Married,24711.0,86,10,7,25,6,3,7,no child,0,39,58,90.4
PGrad,Married,45503.0,54,97,4,44,6,1,18,child,1,46,170,97.23333333333333
PGrad,Married,71604.0,3,345,53,528,98,75,97,no child,0,76,1196,95.46666666666667
Grad,Married,27244.0,84,6,5,17,3,24,46,child,1,42,101,91.8
Grad,Married,48752.0,8,73,57,100,71,15,0,child,2,52,316,106.8
Grad,Married,71434.0,4,711,36,217,172,96,168,child,1,59,1400,97.46666666666667
Grad,Single,90842.0,57,774,70,118,182,187,93,no child,0,73,1424,99.16666666666667
PGrad,Married,88097.0,24,163,0,480,0,126,75,child,1,43,844,110.66666666666667
Grad,Married,51948.0,51,82,33,54,71,30,41,child,1,46,311,97.5
Grad,Married,71853.0,29,358,108,413,141,97,32,no child,0,39,1149,101.9
PGrad,Married,35876.0,13,66,2,40,4,3,14,no child,0,38,129,90.33333333333333
Grad,Single,40049.0,23,13,6,7,0,3,3,child,1,69,32,96.53333333333333
Grad,Single,39660.0,36,139,13,78,20,13,36,child,1,39,299,111.0
Grad,Married,50127.0,88,274,0,21,4,6,15,child,1,59,320,89.03333333333333
PGrad,Married,43263.0,2,262,6,61,0,10,102,child,1,44,441,107.5
PGrad,Married,62845.0,3,1099,0,45,0,0,34,child,2,72,1178,109.2
Grad,Married,18929.0,15,32,0,8,23,4,18,no child,0,31,85,104.6
UGrad,Single,24367.0,58,2,4,2,0,11,5,child,1,39,24,103.53333333333333
Grad,Single,33249.0,11,6,10,21,19,14,42,child,1,46,112,104.46666666666667
UGrad,Married,26887.0,27,6,7,4,3,4,6,child,1,62,30,104.8
PGrad,Married,50150.0,32,135,46,92,65,61,11,no child,0,38,410,100.46666666666667
Grad,Married,62061.0,12,641,7,84,0,30,38,child,1,45,800,98.06666666666666
PGrad,Single,85696.0,88,714,76,395,116,0,12,no child,0,59,1313,102.06666666666666
PGrad,Married,76542.0,91,794,73,573,0,29,14,no child,0,65,1483,103.2
Grad,Single,70515.0,12,420,0,452,182,64,140,no child,0,28,1258,96.36666666666666
Grad,Married,18227.0,21,1,2,7,4,3,11,child,1,34,28,107.93333333333334
Grad,Married,69139.0,23,86,12,75,33,15,6,child,1,56,227,93.1
Grad,Married,69109.0,10,823,25,459,124,29,95,no child,0,39,1555,107.9
Grad,Single,69627.0,35,231,161,215,171,30,53,child,1,59,861,103.63333333333334
Grad,Married,38136.0,69,8,15,27,0,20,33,child,1,43,103,102.43333333333334
PGrad,Single,62159.0,68,182,17,259,77,70,29,no child,0,75,634,90.06666666666666
Grad,Single,80695.0,85,557,129,984,193,37,18,no child,0,58,1918,94.06666666666666
