,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
6359,FDW57,8.31,Regular,0.11004803664482048,Snack Foods,176.9028,OUT017,2007,Medium,Tier 2,Supermarket Type1,14.439698200428033
6360,FDM34,19.0,Low Fat,0.1069632977161541,Snack Foods,131.0626,OUT010,1998,Medium,Tier 3,Grocery Store,8.065352182810923
6361,FDZ39,19.7,Regular,0.01777850465120642,Meat,103.499,OUT027,1985,Medium,Tier 3,Supermarket Type3,11.56792815496511
6362,FDU28,19.2,Regular,0.15223934610643827,Frozen Foods,188.4214,OUT019,1985,Small,Tier 1,Grocery Store,7.223040899524674
6363,FDQ27,5.19,Regular,0.043301434327358085,Meat,102.599,OUT046,1997,Small,Tier 1,Supermarket Type1,11.819483277867619
6364,FDQ52,17.0,Low Fat,0.11338249993039892,Frozen Foods,246.5434,OUT017,2007,Medium,Tier 2,Supermarket Type1,16.473088914928002
6365,FDT51,11.65,Regular,0.01085062249870201,Meat,110.8544,OUT013,1987,High,Tier 3,Supermarket Type1,11.882690272614024
6366,NCI30,20.25,Low Fat,0.05737704354984289,Household,247.346,OUT045,2002,Medium,Tier 2,Supermarket Type1,12.53752563341608
6367,NCX29,10.0,Low Fat,0.13908610970387186,Health and Hygiene,145.8102,OUT010,1998,Medium,Tier 3,Grocery Store,9.564150144549906
6368,FDX38,10.5,Regular,0.08103077076300853,Dairy,49.5376,OUT019,1985,Small,Tier 1,Grocery Store,5.239210494264036
6369,FDO08,11.1,Regular,0.05266792734659432,Fruits and Vegetables,165.9526,OUT017,2007,Medium,Tier 2,Supermarket Type1,13.805545625245978
6370,FDM15,11.8,Regular,0.05605465942709736,Meat,152.6366,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.846428686359275
6371,FDW22,9.695,Regular,0.029960446814281585,Snack Foods,221.3114,OUT018,2009,Medium,Tier 3,Supermarket Type2,13.039552125583683
6372,FDT08,13.65,Low Fat,0.04831090553383282,Fruits and Vegetables,151.505,OUT017,2007,Medium,Tier 2,Supermarket Type1,14.1718529262035
6373,FDS32,17.75,Regular,0.029222739953696186,Fruits and Vegetables,140.5838,OUT046,1997,Small,Tier 1,Supermarket Type1,13.871601873240703
6374,NCI06,11.3,Low Fat,0.046799680661347175,Household,179.866,OUT018,2009,Medium,Tier 3,Supermarket Type2,10.796140596306548
6375,FDR21,19.7,Low Fat,0.06448663322891693,Snack Foods,178.237,OUT027,1985,Medium,Tier 3,Supermarket Type3,15.474014037434479
6376,FDD05,19.35,Low Fat,0.01647501359237838,Frozen Foods,122.0098,OUT046,1997,Small,Tier 1,Supermarket Type1,13.840390663569128
6377,FDZ02,6.905,Regular,0.037512321991456404,Dairy,99.8726,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.374086809171263
6378,FDH47,13.5,Regular,0.12134688824956198,Starchy Foods,98.4068,OUT049,1999,Medium,Tier 1,Supermarket Type1,12.269214217000513
6379,FDM58,16.85,Regular,0.07709174092787174,Snack Foods,111.4544,OUT017,2007,Medium,Tier 2,Supermarket Type1,12.62724264313615
6380,FDG09,20.6,Regular,0.04691555103681491,Fruits and Vegetables,188.2556,OUT045,2002,Medium,Tier 2,Supermarket Type1,15.543218956553165
6381,FDO27,6.175,Regular,0.16496843605554565,Meat,94.1752,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.31672825007756
6382,FDI41,18.5,Regular,0.060634531414393435,Frozen Foods,146.8418,OUT018,2009,Medium,Tier 3,Supermarket Type2,12.723932798927525
6383,FDK34,13.35,Low Fat,0.03779604398623724,Snack Foods,236.8564,OUT035,2004,Small,Tier 2,Supermarket Type1,17.106009310268853
6384,NCX54,9.195,Low Fat,0.04671862859185185,Household,105.3622,OUT027,1985,Medium,Tier 3,Supermarket Type3,15.018629298149568
6385,FDL14,8.115,Regular,0.031701035147459596,Canned,154.9972,OUT049,1999,Medium,Tier 1,Supermarket Type1,15.521140490815844
6386,FDA13,15.85,Low Fat,0.0759187833593287,Canned,37.4506,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.721035838057484
6387,FDS11,7.05,Regular,0.09283054167754683,Breads,223.9088,OUT019,1985,Small,Tier 1,Grocery Store,6.0705450920768325
6388,FDT43,16.35,Low Fat,0.02045357028877288,Fruits and Vegetables,50.8324,OUT017,2007,Medium,Tier 2,Supermarket Type1,10.909197410576422
6389,FDR07,21.35,Low Fat,0.07516369075810579,Fruits and Vegetables,96.0094,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.248474351982308
6390,FDF41,12.15,Low Fat,0.12373345938449837,Frozen Foods,245.846,OUT018,2009,Medium,Tier 3,Supermarket Type2,16.428806204224315
6391,DRM23,16.6,Low Fat,0.1274642407495078,Hard Drinks,172.0422,OUT049,1999,Medium,Tier 1,Supermarket Type1,13.727083369595189
6392,FDO52,11.6,Regular,0.07462398920830404,Frozen Foods,170.3106,OUT018,2009,Medium,Tier 3,Supermarket Type2,16.23325612594872
6393,FDD10,20.6,Regular,0.04508236352633779,Snack Foods,178.2344,OUT045,2002,Medium,Tier 2,Supermarket Type1,10.230023038010131
6394,FDN38,6.615,Regular,0.14930827169957453,Canned,251.2408,OUT019,1985,Small,Tier 1,Grocery Store,10.004541936768717
6395,FDE17,20.1,Regular,0.053024515209627705,Frozen Foods,149.5366,OUT046,1997,Small,Tier 1,Supermarket Type1,14.213719795511272
6396,FDZ03,13.65,Regular,0.0,Dairy,186.024,OUT018,2009,Medium,Tier 3,Supermarket Type2,16.245879191786393
6397,FDD03,13.3,Low Fat,0.07719960804715008,Dairy,232.63,OUT017,2007,Medium,Tier 2,Supermarket Type1,12.30742715774934
6398,NCW18,15.1,Low Fat,0.05736051263883276,Household,237.7248,OUT027,1985,Medium,Tier 3,Supermarket Type3,13.763498017738033
6399,DRG36,14.15,Low Fat,0.0906779649163944,Soft Drinks,172.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,16.23325612594872
6400,FDT43,16.35,Low Fat,0.033814836349349446,Fruits and Vegetables,50.8324,OUT010,1998,Medium,Tier 3,Grocery Store,5.3808788750436545
6401,NCU17,5.32,Low Fat,0.08916559225087871,Health and Hygiene,100.9674,OUT018,2009,Medium,Tier 3,Supermarket Type2,10.692325121965858
6402,FDH50,15.0,Regular,0.1496566883860579,Canned,185.1266,OUT046,1997,Small,Tier 1,Supermarket Type1,14.037990353668299
6403,FDU57,8.27,Regular,0.08570020703186419,Snack Foods,148.6708,OUT013,1987,High,Tier 3,Supermarket Type1,12.819175361087176
6404,FDA56,9.21,Low Fat,0.008684522134441108,Fruits and Vegetables,123.5414,OUT027,1985,Medium,Tier 3,Supermarket Type3,16.519574931363813
6405,FDZ15,13.1,Low Fat,0.020771567525866053,Dairy,117.7782,OUT017,2007,Medium,Tier 2,Supermarket Type1,10.602271970575035
6406,FDY51,12.5,Low Fat,0.07812792395237889,Meat,221.7798,OUT049,1999,Medium,Tier 1,Supermarket Type1,14.557940501880868
6407,DRF03,19.1,Low Fat,0.04431170415441608,Dairy,42.5138,OUT046,1997,Small,Tier 1,Supermarket Type1,8.661594928716177
6408,NCV06,11.3,Low Fat,0.06490580680493195,Household,194.0478,OUT017,2007,Medium,Tier 2,Supermarket Type1,14.87859424949798
6409,FDA21,13.65,Low Fat,0.03530033079453887,Snack Foods,184.4924,OUT013,1987,High,Tier 3,Supermarket Type1,20.85426504808484
6410,NCQ53,17.6,Low Fat,0.018638985822087888,Health and Hygiene,235.259,OUT027,1985,Medium,Tier 3,Supermarket Type3,17.834507817563644
6411,NCO29,11.15,Low Fat,0.03159555093186852,Health and Hygiene,164.1526,OUT027,1985,Medium,Tier 3,Supermarket Type3,14.35834606173957
6412,FDT26,18.85,Regular,0.06600337271842495,Dairy,121.044,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.592752111253787
6413,FDI21,5.59,Regular,0.055048743104295035,Snack Foods,65.0168,OUT035,2004,Small,Tier 2,Supermarket Type1,7.648407545843611
6414,NCI55,18.6,Low Fat,0.012563779156814926,Household,119.8414,OUT013,1987,High,Tier 3,Supermarket Type1,7.1499890785038644
6415,FDZ04,9.31,Low Fat,0.06159266699182602,Frozen Foods,63.751,OUT010,1998,Medium,Tier 3,Grocery Store,5.0199469844086035
6416,FDL27,6.17,Low Fat,0.010574837788309865,Meat,65.9826,OUT046,1997,Small,Tier 1,Supermarket Type1,10.514678789511924
6417,FDS45,5.175,Regular,0.029063900186071728,Snack Foods,107.6622,OUT035,2004,Small,Tier 2,Supermarket Type1,14.19171539497988
6418,NCG43,20.2,Low Fat,0.12220319722182774,Household,93.0462,OUT019,1985,Small,Tier 1,Grocery Store,5.698967700611689
6419,FDU28,19.2,Regular,0.09011574204173232,Frozen Foods,187.5214,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.924977783010439
6420,FDO20,12.85,Regular,0.14150060480787827,Fruits and Vegetables,252.3382,OUT013,1987,High,Tier 3,Supermarket Type1,18.22768077816596
6421,NCG55,16.25,Low Fat,0.03836802952959722,Household,116.0176,OUT013,1987,High,Tier 3,Supermarket Type1,11.41839852487037
6422,NCM42,6.13,Low Fat,0.02808362732722389,Household,110.4912,OUT017,2007,Medium,Tier 2,Supermarket Type1,10.942661415912928
6423,NCG07,12.3,Low Fat,0.05137341517779429,Household,189.653,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.287749867912588
6424,NCQ29,12.0,Low Fat,0.167625354688138,Health and Hygiene,258.8278,OUT019,1985,Small,Tier 1,Grocery Store,10.13585011739869
6425,NCV05,10.1,Low Fat,0.04932607102189005,Health and Hygiene,153.3656,OUT010,1998,Medium,Tier 3,Grocery Store,7.738397066720329
6426,NCO02,11.15,Low Fat,0.07107992008511711,Others,66.2142,OUT018,2009,Medium,Tier 3,Supermarket Type2,5.089436034077378
6427,FDH19,19.35,Low Fat,0.03268329456841267,Meat,172.0738,OUT018,2009,Medium,Tier 3,Supermarket Type2,14.890614932771149
6428,DRG13,17.25,Low Fat,0.036714201398695426,Soft Drinks,165.6526,OUT017,2007,Medium,Tier 2,Supermarket Type1,12.184596254088786
6429,FDI57,19.85,Low Fat,0.05260708853195259,Seafood,196.3768,OUT035,2004,Small,Tier 2,Supermarket Type1,16.05529410664927
6430,FDX51,9.5,Regular,0.02186271953452314,Meat,194.7452,OUT045,2002,Medium,Tier 2,Supermarket Type1,11.10699015919434
6431,FDW33,9.395,Low Fat,0.09465059323401202,Snack Foods,104.528,OUT049,1999,Medium,Tier 1,Supermarket Type1,9.48093684178614
6432,DRE12,4.59,Low Fat,0.06833286599790463,Soft Drinks,113.286,OUT013,1987,High,Tier 3,Supermarket Type1,11.373968509292478
6433,FDY31,5.98,Low Fat,0.04263278349187401,Fruits and Vegetables,148.2418,OUT035,2004,Small,Tier 2,Supermarket Type1,13.3030742700183
6434,FDR31,6.46,Regular,0.048065444480689126,Fruits and Vegetables,144.4102,OUT049,1999,Medium,Tier 1,Supermarket Type1,16.354466697584797
6435,FDS55,7.02,Low Fat,0.07802420725617044,Fruits and Vegetables,146.8734,OUT035,2004,Small,Tier 2,Supermarket Type1,15.274018016041236
6436,DRL60,8.52,Low Fat,0.02669474746786511,Soft Drinks,151.5682,OUT035,2004,Small,Tier 2,Supermarket Type1,15.192725916990934
6437,FDW55,12.6,Regular,0.03611310202777207,Fruits and Vegetables,250.3092,OUT010,1998,Medium,Tier 3,Grocery Store,6.2912720325162015
6438,FDT11,5.94,Regular,0.04799300938310746,Breads,186.4556,OUT010,1998,Medium,Tier 3,Grocery Store,8.258567408431412
6439,FDO50,16.25,Low Fat,0.0752639899219137,Canned,91.3804,OUT046,1997,Small,Tier 1,Supermarket Type1,11.825834425397135
6440,FDD28,10.695,Low Fat,0.05200378542900424,Frozen Foods,56.7904,OUT049,1999,Medium,Tier 1,Supermarket Type1,10.363982905300311
6441,FDN28,5.88,Regular,0.0299655136979835,Frozen Foods,103.099,OUT017,2007,Medium,Tier 2,Supermarket Type1,11.029088300613946
6442,FDS35,9.3,Low Fat,0.10586661586750726,Breads,65.7826,OUT018,2009,Medium,Tier 3,Supermarket Type2,9.89469157304188
6443,FDB38,19.5,Regular,0.02697442580993364,Canned,158.292,OUT035,2004,Small,Tier 2,Supermarket Type1,15.867128798849055
6444,FDT07,5.82,Regular,0.07476793804260387,Fruits and Vegetables,256.433,OUT018,2009,Medium,Tier 3,Supermarket Type2,15.66625747133039
6445,FDC53,8.68,Low Fat,0.008796887675453249,Frozen Foods,96.5384,OUT046,1997,Small,Tier 1,Supermarket Type1,10.574558661281126
6446,NCT41,15.7,Low Fat,0.05447899111301559,Health and Hygiene,153.2024,OUT046,1997,Small,Tier 1,Supermarket Type1,15.598142448119464
6447,FDR40,9.1,Regular,0.007963685512139019,Frozen Foods,78.5618,OUT027,1985,Medium,Tier 3,Supermarket Type3,13.114821908139827
6448,FDH32,12.8,Low Fat,0.07359415174204889,Fruits and Vegetables,97.241,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.313605144212326
6449,FDN60,15.1,Low Fat,0.09107491919086023,Baking Goods,158.6604,OUT045,2002,Medium,Tier 2,Supermarket Type1,13.63578809476605
6450,FDR33,7.31,Low Fat,0.02643146186654415,Snack Foods,108.157,OUT035,2004,Small,Tier 2,Supermarket Type1,10.318326000936201
6451,FDB59,18.25,Low Fat,0.015090473891766687,Snack Foods,197.2084,OUT027,1985,Medium,Tier 3,Supermarket Type3,16.091373540576754
6452,FDS07,12.35,Low Fat,0.09509000374917426,Fruits and Vegetables,113.9518,OUT046,1997,Small,Tier 1,Supermarket Type1,9.6934110494591
6453,FDD02,16.6,Low Fat,0.0,Canned,117.3124,OUT013,1987,High,Tier 3,Supermarket Type1,12.630025813304115
6454,FDH05,14.35,Regular,0.08699979125584875,Frozen Foods,231.2984,OUT035,2004,Small,Tier 2,Supermarket Type1,18.195561450336072
6455,FDR04,7.075,Low Fat,0.022350419112542454,Frozen Foods,98.1068,OUT049,1999,Medium,Tier 1,Supermarket Type1,11.339553870762412
6456,DRJ47,18.25,Low Fat,0.04329921551313258,Hard Drinks,174.708,OUT046,1997,Small,Tier 1,Supermarket Type1,13.432238408760604
6457,FDW50,13.1,Low Fat,0.07314443474346467,Dairy,165.1158,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.457415789301368
6458,NCJ17,7.68,Low Fat,0.14252155808719105,Health and Hygiene,85.2224,OUT018,2009,Medium,Tier 3,Supermarket Type2,10.852963435541199
6459,FDH60,19.7,Regular,0.0,Baking Goods,197.911,OUT045,2002,Medium,Tier 2,Supermarket Type1,12.091200943040572
6460,DRL60,8.52,Low Fat,0.026753159424374773,Soft Drinks,151.9682,OUT045,2002,Medium,Tier 2,Supermarket Type1,11.881118280232592
6461,FDS32,17.75,Regular,0.04844207692743002,Fruits and Vegetables,140.2838,OUT010,1998,Medium,Tier 3,Grocery Store,6.54965987006789
6462,FDM58,16.85,Regular,0.0,Snack Foods,112.2544,OUT027,1985,Medium,Tier 3,Supermarket Type3,15.76063479281506
6463,FDK10,5.785,Regular,0.03978511730882478,Snack Foods,180.366,OUT017,2007,Medium,Tier 2,Supermarket Type1,10.796140596306548
6464,NCS30,5.945,Low Fat,0.08893409205445704,Household,127.8652,OUT035,2004,Small,Tier 2,Supermarket Type1,12.997649279099267
6465,FDY15,18.25,Regular,0.15853618087324634,Dairy,154.663,OUT017,2007,Medium,Tier 2,Supermarket Type1,13.855435836266782
6466,FDC53,8.68,Low Fat,0.008789599048731968,Frozen Foods,99.9384,OUT013,1987,High,Tier 3,Supermarket Type1,8.835568849960422
6467,FDK45,11.65,Low Fat,0.03329761677704117,Seafood,113.386,OUT046,1997,Small,Tier 1,Supermarket Type1,13.756465058916273
6468,FDH26,19.25,Regular,0.03424787773122255,Canned,141.1496,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.559990580989847
6469,NCW06,16.2,Low Fat,0.08089733007206676,Household,192.3162,OUT010,1998,Medium,Tier 3,Grocery Store,9.164326249147795
6470,FDV37,13.0,Regular,0.08014520334375269,Canned,195.8426,OUT013,1987,High,Tier 3,Supermarket Type1,16.073354070251433
6471,FDB52,17.75,Low Fat,0.030041525517739184,Dairy,256.9672,OUT045,2002,Medium,Tier 2,Supermarket Type1,11.532994595803405
6472,FDF41,12.15,Low Fat,0.1232611694662665,Frozen Foods,245.246,OUT046,1997,Small,Tier 1,Supermarket Type1,14.739959460019694
6473,FDA39,6.32,Low Fat,0.012657276638591605,Meat,38.5822,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.070977206749353
6474,FDE56,17.25,Regular,0.14770019784330154,Fruits and Vegetables,63.4194,OUT035,2004,Small,Tier 2,Supermarket Type1,11.56792815496511
6475,FDC56,7.72,Low Fat,0.11512683908761727,Fruits and Vegetables,121.744,OUT018,2009,Medium,Tier 3,Supermarket Type2,13.15598285877375
6476,FDT26,18.85,Regular,0.06587324062808457,Dairy,120.644,OUT045,2002,Medium,Tier 2,Supermarket Type1,15.147400135509734
6477,FDR21,19.7,Low Fat,0.06514528045939778,Snack Foods,175.137,OUT017,2007,Medium,Tier 2,Supermarket Type1,14.133071273966937
6478,FDC14,14.5,Regular,0.04042102326202364,Canned,40.5454,OUT046,1997,Small,Tier 1,Supermarket Type1,10.674825376905734
6479,FDI32,17.7,Low Fat,0.16070669213715966,Fruits and Vegetables,116.6834,OUT035,2004,Small,Tier 2,Supermarket Type1,15.28447511759472
6480,FDI02,15.7,Regular,0.10844484123169916,Canned,113.7202,OUT035,2004,Small,Tier 2,Supermarket Type1,14.832334043133272
6481,FDE22,9.695,Low Fat,0.029260968573111917,Snack Foods,159.792,OUT018,2009,Medium,Tier 3,Supermarket Type2,13.95301254294702
6482,FDW26,11.8,Regular,0.10170531092882894,Dairy,224.1772,OUT046,1997,Small,Tier 1,Supermarket Type1,15.266403848270976
6483,FDA36,5.985,Low Fat,0.009872215921088098,Baking Goods,183.6924,OUT019,1985,Small,Tier 1,Grocery Store,8.219333717403009
6484,NCS06,7.935,Low Fat,0.0310945670110907,Household,260.991,OUT027,1985,Medium,Tier 3,Supermarket Type3,19.220656479522624
6485,NCX05,15.2,Low Fat,0.09261905196588636,Health and Hygiene,116.8492,OUT035,2004,Small,Tier 2,Supermarket Type1,13.863523567494159
6486,FDU19,8.77,Regular,0.04570219462862092,Fruits and Vegetables,170.8422,OUT035,2004,Small,Tier 2,Supermarket Type1,11.991711869484883
6487,FDA49,19.7,Low Fat,0.06288980775629405,Canned,88.5198,OUT035,2004,Small,Tier 2,Supermarket Type1,10.937098292729463
6488,NCZ42,10.5,Low Fat,0.011242049690407782,Household,235.5248,OUT049,1999,Medium,Tier 1,Supermarket Type1,16.798658245071543
6489,FDX32,15.1,Regular,0.0,Fruits and Vegetables,146.2786,OUT010,1998,Medium,Tier 3,Grocery Store,7.5678920132776835
6490,FDR01,5.405,Regular,0.05219071953111918,Canned,200.5742,OUT013,1987,High,Tier 3,Supermarket Type1,13.367968342199209
6491,FDQ15,20.35,Regular,0.14058571428623798,Meat,81.0276,OUT013,1987,High,Tier 3,Supermarket Type1,12.316211905312855
6492,FDQ14,9.27,Low Fat,0.10272044674072384,Dairy,149.605,OUT019,1985,Small,Tier 1,Grocery Store,7.65977220972952
6493,FDS56,5.785,Regular,0.03801762049668707,Fruits and Vegetables,262.0252,OUT035,2004,Small,Tier 2,Supermarket Type1,16.459992942865213
6494,DRJ24,11.8,Low Fat,0.10776940305747992,Soft Drinks,185.3924,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.180249368671651
6495,FDG52,13.65,Low Fat,0.06326867522441419,Frozen Foods,47.1402,OUT027,1985,Medium,Tier 3,Supermarket Type3,11.487766701403263
6496,FDF59,12.5,Low Fat,0.0,Starchy Foods,127.102,OUT017,2007,Medium,Tier 2,Supermarket Type1,6.3247368750126896
6497,DRM49,6.11,Regular,0.14220549186620704,Soft Drinks,45.6086,OUT017,2007,Medium,Tier 2,Supermarket Type1,10.08591901147761
6498,NCP02,7.105,Low Fat,0.04379817537707522,Household,58.2562,OUT013,1987,High,Tier 3,Supermarket Type1,8.399329122535772
6499,FDW13,8.5,Low Fat,0.09356614258242629,Canned,50.3324,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.772578206847536
6500,FDV12,16.7,Regular,0.059418256803622886,Baking Goods,100.0384,OUT017,2007,Medium,Tier 2,Supermarket Type1,12.53752563341608
6501,FDH14,17.1,Regular,0.04599895999988917,Canned,138.6838,OUT017,2007,Medium,Tier 2,Supermarket Type1,14.342180380358975
6502,FDQ20,8.325,Low Fat,0.02951347500068831,Fruits and Vegetables,39.5138,OUT017,2007,Medium,Tier 2,Supermarket Type1,8.284517515842182
6503,FDT45,15.85,Low Fat,0.0,Snack Foods,55.1956,OUT013,1987,High,Tier 3,Supermarket Type1,10.788518891975675
6504,NCM26,20.5,Low Fat,0.039721312832350954,Others,153.934,OUT019,1985,Small,Tier 1,Grocery Store,5.350042215872081
6505,FDJ22,18.75,Low Fat,0.05122007430702586,Snack Foods,190.3504,OUT027,1985,Medium,Tier 3,Supermarket Type3,12.423541818574549
6506,FDD29,12.15,Low Fat,0.018345342442809064,Frozen Foods,252.7698,OUT017,2007,Medium,Tier 2,Supermarket Type1,18.002474351208335
6507,FDA13,15.85,Low Fat,0.07576983192807266,Canned,37.2506,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.901702351719457
6508,FDV47,17.1,Low Fat,0.052779623303264495,Breads,83.5566,OUT035,2004,Small,Tier 2,Supermarket Type1,12.298629851565323
6509,FDS57,15.5,Low Fat,0.0984346281734305,Snack Foods,144.847,OUT046,1997,Small,Tier 1,Supermarket Type1,13.450663998948992
6510,DRG36,14.15,Low Fat,0.09108324616685572,Soft Drinks,172.3106,OUT035,2004,Small,Tier 2,Supermarket Type1,14.814153431600609
6511,FDK38,6.65,Low Fat,0.05167348625546225,Canned,149.1734,OUT027,1985,Medium,Tier 3,Supermarket Type3,16.453437134965604
6512,DRJ49,6.865,Low Fat,0.013893635895262605,Soft Drinks,127.6652,OUT035,2004,Small,Tier 2,Supermarket Type1,14.164113576054293
6513,FDR37,16.5,Regular,0.06413564999588968,Breakfast,183.1292,OUT035,2004,Small,Tier 2,Supermarket Type1,18.55186032979373
6514,NCS53,14.5,Low Fat,0.08595859976410779,Health and Hygiene,159.4604,OUT035,2004,Small,Tier 2,Supermarket Type1,13.34557639350881
6515,FDR22,19.35,Regular,0.018466656853573175,Snack Foods,110.2544,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.882690272614024
6516,NCP42,8.51,Low Fat,0.016046901024427265,Household,192.1478,OUT018,2009,Medium,Tier 3,Supermarket Type2,12.46653019509288
6517,FDK38,6.65,Low Fat,0.08544017112524457,Canned,147.0734,OUT010,1998,Medium,Tier 3,Grocery Store,6.671541878421952
6518,NCC43,7.39,Low Fat,0.08872755725947185,Household,252.6066,OUT046,1997,Small,Tier 1,Supermarket Type1,13.121270341624621
6519,FDH57,10.895,Low Fat,0.03517706785893911,Fruits and Vegetables,130.3284,OUT049,1999,Medium,Tier 1,Supermarket Type1,13.580659504396953
6520,FDQ25,8.63,Regular,0.027879086483326848,Canned,170.5422,OUT035,2004,Small,Tier 2,Supermarket Type1,12.74309537727694
6521,FDA11,7.75,Low Fat,0.042330125838305865,Baking Goods,92.5436,OUT046,1997,Small,Tier 1,Supermarket Type1,11.939007181575146
6522,FDG31,12.15,Low Fat,0.037252728903512715,Meat,62.8826,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.922832423786275
6523,FDW28,18.25,Low Fat,0.08543070446811807,Frozen Foods,194.3452,OUT018,2009,Medium,Tier 3,Supermarket Type2,16.512252423785927
6524,FDV14,19.85,Low Fat,0.04360211903031243,Dairy,88.5856,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.892063791789965
6525,FDB60,9.3,Low Fat,0.02823586541045722,Baking Goods,195.8136,OUT018,2009,Medium,Tier 3,Supermarket Type2,12.883675442464863
6526,FDU43,19.35,Regular,0.05615563995245145,Fruits and Vegetables,237.3564,OUT027,1985,Medium,Tier 3,Supermarket Type3,12.897031947408681
6527,DRH11,5.98,Low Fat,0.07298202329686074,Hard Drinks,55.6614,OUT045,2002,Medium,Tier 2,Supermarket Type1,6.921353717365589
6528,FDC48,9.195,Low Fat,0.027389049057779422,Baking Goods,82.1592,OUT019,1985,Small,Tier 1,Grocery Store,7.445807890332933
6529,DRK39,7.02,Low Fat,0.048661964523637136,Dairy,82.925,OUT046,1997,Small,Tier 1,Supermarket Type1,10.52270220261346
6530,FDB20,7.72,Low Fat,0.05075155652408878,Fruits and Vegetables,76.7986,OUT049,1999,Medium,Tier 1,Supermarket Type1,10.981445856560606
6531,FDE51,5.925,Regular,0.09202027673029167,Dairy,45.6086,OUT013,1987,High,Tier 3,Supermarket Type1,7.093101810271056
6532,FDX36,9.695,Regular,0.12060260271641651,Baking Goods,224.8404,OUT013,1987,High,Tier 3,Supermarket Type1,15.327105893746793
6533,NCT29,12.6,Low Fat,0.062139450354705854,Health and Hygiene,122.3414,OUT046,1997,Small,Tier 1,Supermarket Type1,6.246090782058867
6534,FDU45,15.6,Regular,0.034943641045228936,Snack Foods,112.1518,OUT049,1999,Medium,Tier 1,Supermarket Type1,12.212932626497071
6535,FDF56,16.7,Regular,0.113014311789684,Fruits and Vegetables,180.9976,OUT049,1999,Medium,Tier 1,Supermarket Type1,16.089659138950676
6536,FDW07,18.0,Regular,0.1859385302933787,Fruits and Vegetables,88.2514,OUT010,1998,Medium,Tier 3,Grocery Store,4.4572310159921
6537,FDR52,12.65,Regular,0.0729496163042689,Frozen Foods,190.4846,OUT027,1985,Medium,Tier 3,Supermarket Type3,20.637694204389295
6538,FDB45,20.85,Low Fat,0.02119056660382528,Fruits and Vegetables,104.6306,OUT018,2009,Medium,Tier 3,Supermarket Type2,10.476399298146326
6539,NCT42,5.88,Low Fat,0.02446507646208747,Household,151.0392,OUT027,1985,Medium,Tier 3,Supermarket Type3,14.859521681651328
6540,FDP52,18.7,Regular,0.0683049152993505,Frozen Foods,230.201,OUT046,1997,Small,Tier 1,Supermarket Type1,17.90747271817697
6541,FDI50,8.42,Regular,0.030231691334872055,Canned,228.0352,OUT027,1985,Medium,Tier 3,Supermarket Type3,21.762306155163714
6542,FDU48,18.85,Low Fat,0.05417713501901205,Baking Goods,133.3284,OUT017,2007,Medium,Tier 2,Supermarket Type1,6.412287591427571
6543,FDS43,11.65,Low Fat,0.03970831348768362,Fruits and Vegetables,186.924,OUT035,2004,Small,Tier 2,Supermarket Type1,13.078592933773123
6544,NCM41,16.5,Low Fat,0.035006382824916055,Health and Hygiene,93.112,OUT013,1987,High,Tier 3,Supermarket Type1,9.768411408616643
6545,FDP37,15.6,Low Fat,0.13425891978744503,Breakfast,128.1994,OUT018,2009,Medium,Tier 3,Supermarket Type2,12.975278065723993
6546,FDJ44,12.3,Regular,0.10124063800460978,Fruits and Vegetables,173.2396,OUT045,2002,Medium,Tier 2,Supermarket Type1,14.643307950881088
6547,FDY38,13.6,Regular,0.1859385302933787,Dairy,231.83,OUT019,1985,Small,Tier 1,Grocery Store,7.753193273048112
6548,FDC20,10.65,Low Fat,0.023821068027672376,Fruits and Vegetables,56.6272,OUT017,2007,Medium,Tier 2,Supermarket Type1,7.648407545843611
6549,FDF02,16.2,Low Fat,0.09899289210550591,Canned,102.499,OUT017,2007,Medium,Tier 2,Supermarket Type1,12.732152396044878
6550,FDX38,10.5,Regular,0.04726842786821377,Dairy,48.2376,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.07897611441929
